number,time,event,station
109,131.93529864242424,Ambulance return to hub,Ambulance 2.2
109,144.43529864242424,Task complete,Ambulance 2.2
110,132.24211418369674,Ambulance return to hub,Ambulance 5.1
110,144.74211418369674,Task complete,Ambulance 5.1
111,122.14929773816166,New patient priority A1,Region 3
111,122.14929773816166,Ambulance dispatched,Ambulance 3.3
111,146.5959721720084,Task complete,Ambulance 3.3
112,134.47360856692245,Ambulance return to hub,Ambulance 4.3
112,146.97360856692245,Task complete,Ambulance 4.3
113,134.8494637550799,Ambulance return to hub,Ambulance 4.1
113,147.3494637550799,Task complete,Ambulance 4.1
114,135.11043323643796,Ambulance return to hub,Ambulance 7.4
114,147.61043323643796,Task complete,Ambulance 7.4
115,135.39314236553997,Ambulance return to hub,Ambulance 6.2
115,147.89314236553997,Task complete,Ambulance 6.2
116,135.73554117814834,Ambulance return to hub,Ambulance 7.2
116,148.23554117814834,Task complete,Ambulance 7.2
117,136.72216292646414,Ambulance return to hub,Ambulance 4.2
117,149.22216292646414,Task complete,Ambulance 4.2
118,138.08625828041306,Ambulance return to hub,Ambulance 7.5
118,150.58625828041306,Task complete,Ambulance 7.5
119,138.22571047364755,Ambulance return to hub,Ambulance 6.4
119,150.72571047364755,Task complete,Ambulance 6.4
120,139.951552253577,Ambulance return to hub,Ambulance 5.4
120,152.451552253577,Task complete,Ambulance 5.4
121,140.18741148653953,Ambulance return to hub,Ambulance 5.3
121,152.68741148653953,Task complete,Ambulance 5.3
122,141.5332977514661,Ambulance return to hub,Ambulance 3.1
122,154.0332977514661,Task complete,Ambulance 3.1
123,141.73529455815543,Ambulance return to hub,Ambulance 7.3
123,154.23529455815543,Task complete,Ambulance 7.3
124,125.68401279207133,New patient priority A2,Region 6
124,125.68401279207133,Ambulance dispatched,Ambulance 6.5
124,154.2928114594407,Task complete,Ambulance 6.5
125,142.32942642928498,Ambulance return to hub,Ambulance 6.3
125,154.82942642928498,Task complete,Ambulance 6.3
126,142.69314037542736,Ambulance return to hub,Ambulance 2.1
126,155.19314037542736,Task complete,Ambulance 2.1
127,130.4538268602758,New patient priority B,Region 7
127,132.25644224326314,Ambulance dispatched,Ambulance 7.1
127,155.40300509246566,Task complete,Ambulance 7.1
128,143.7127436930664,Ambulance return to hub,Ambulance 3.2
128,156.2127436930664,Task complete,Ambulance 3.2
129,135.26194730677116,New patient priority A1,Region 1
129,135.26194730677116,Ambulance dispatched,Ambulance 1.5
129,156.5411159306911,Task complete,Ambulance 1.5
130,144.43529864242424,Ambulance return to hub,Ambulance 2.2
130,156.93529864242424,Task complete,Ambulance 2.2
131,146.5959721720084,Ambulance return to hub,Ambulance 3.3
131,159.0959721720084,Task complete,Ambulance 3.3
132,146.97360856692245,Ambulance return to hub,Ambulance 4.3
132,159.47360856692245,Task complete,Ambulance 4.3
133,131.66830993982958,New patient priority A2,Region 6
133,131.80990345054818,Ambulance dispatched,Ambulance 6.1
133,159.49961690345896,Task complete,Ambulance 6.1
134,147.3494637550799,Ambulance return to hub,Ambulance 4.1
134,159.8494637550799,Task complete,Ambulance 4.1
135,147.61043323643796,Ambulance return to hub,Ambulance 7.4
135,160.11043323643796,Task complete,Ambulance 7.4
136,147.89314236553997,Ambulance return to hub,Ambulance 6.2
136,160.39314236553997,Task complete,Ambulance 6.2
137,148.23554117814834,Ambulance return to hub,Ambulance 7.2
137,160.73554117814834,Task complete,Ambulance 7.2
138,149.22216292646414,Ambulance return to hub,Ambulance 4.2
138,161.72216292646414,Task complete,Ambulance 4.2
139,150.58625828041306,Ambulance return to hub,Ambulance 7.5
139,163.08625828041306,Task complete,Ambulance 7.5
140,150.72571047364755,Ambulance return to hub,Ambulance 6.4
140,163.22571047364755,Task complete,Ambulance 6.4
141,152.451552253577,Ambulance return to hub,Ambulance 5.4
141,164.951552253577,Task complete,Ambulance 5.4
142,152.68741148653953,Ambulance return to hub,Ambulance 5.3
142,165.18741148653953,Task complete,Ambulance 5.3
143,154.0332977514661,Ambulance return to hub,Ambulance 3.1
143,166.5332977514661,Task complete,Ambulance 3.1
144,154.23529455815543,Ambulance return to hub,Ambulance 7.3
144,166.73529455815543,Task complete,Ambulance 7.3
145,154.2928114594407,Ambulance return to hub,Ambulance 6.5
145,166.7928114594407,Task complete,Ambulance 6.5
146,154.82942642928498,Ambulance return to hub,Ambulance 6.3
146,167.32942642928498,Task complete,Ambulance 6.3
147,155.19314037542736,Ambulance return to hub,Ambulance 2.1
147,167.69314037542736,Task complete,Ambulance 2.1
148,155.40300509246566,Ambulance return to hub,Ambulance 7.1
148,167.90300509246566,Task complete,Ambulance 7.1
149,156.2127436930664,Ambulance return to hub,Ambulance 3.2
149,168.7127436930664,Task complete,Ambulance 3.2
150,156.93529864242424,Ambulance return to hub,Ambulance 2.2
150,169.43529864242424,Task complete,Ambulance 2.2
151,150.10669058582545,New patient priority A2,Region 2
151,150.10669058582545,Ambulance dispatched,Ambulance 2.4
151,169.937800986892,Task complete,Ambulance 2.4
152,140.82455778434493,New patient priority A1,Region 5
152,144.74211418369674,Ambulance dispatched,Ambulance 5.1
152,171.43915553179036,Task complete,Ambulance 5.1
153,159.0959721720084,Ambulance return to hub,Ambulance 3.3
153,171.5959721720084,Task complete,Ambulance 3.3
154,159.47360856692245,Ambulance return to hub,Ambulance 4.3
154,171.97360856692245,Task complete,Ambulance 4.3
155,159.49961690345896,Ambulance return to hub,Ambulance 6.1
155,171.99961690345896,Task complete,Ambulance 6.1
156,159.8494637550799,Ambulance return to hub,Ambulance 4.1
156,172.3494637550799,Task complete,Ambulance 4.1
157,160.11043323643796,Ambulance return to hub,Ambulance 7.4
157,172.61043323643796,Task complete,Ambulance 7.4
158,160.39314236553997,Ambulance return to hub,Ambulance 6.2
158,172.89314236553997,Task complete,Ambulance 6.2
159,160.73554117814834,Ambulance return to hub,Ambulance 7.2
159,173.23554117814834,Task complete,Ambulance 7.2
160,104.97709082709703,New patient priority B,Region 1
160,104.97709082709703,Ambulance dispatched,Ambulance 1.2
160,173.688561535387,Task complete,Ambulance 1.2
161,161.72216292646414,Ambulance return to hub,Ambulance 4.2
161,174.22216292646414,Task complete,Ambulance 4.2
162,163.08625828041306,Ambulance return to hub,Ambulance 7.5
162,175.58625828041306,Task complete,Ambulance 7.5
163,163.22571047364755,Ambulance return to hub,Ambulance 6.4
163,175.72571047364755,Task complete,Ambulance 6.4
164,164.951552253577,Ambulance return to hub,Ambulance 5.4
164,177.451552253577,Task complete,Ambulance 5.4
165,165.18741148653953,Ambulance return to hub,Ambulance 5.3
165,177.68741148653953,Task complete,Ambulance 5.3
166,166.5332977514661,Ambulance return to hub,Ambulance 3.1
166,179.0332977514661,Task complete,Ambulance 3.1
167,166.73529455815543,Ambulance return to hub,Ambulance 7.3
167,179.23529455815543,Task complete,Ambulance 7.3
168,166.7928114594407,Ambulance return to hub,Ambulance 6.5
168,179.2928114594407,Task complete,Ambulance 6.5
169,167.32942642928498,Ambulance return to hub,Ambulance 6.3
169,179.82942642928498,Task complete,Ambulance 6.3
170,167.90300509246566,Ambulance return to hub,Ambulance 7.1
170,180.40300509246566,Task complete,Ambulance 7.1
171,168.7127436930664,Ambulance return to hub,Ambulance 3.2
171,181.2127436930664,Task complete,Ambulance 3.2
172,169.43529864242424,Ambulance return to hub,Ambulance 2.2
172,181.93529864242424,Task complete,Ambulance 2.2
173,169.937800986892,Ambulance return to hub,Ambulance 2.4
173,182.437800986892,Task complete,Ambulance 2.4
174,111.00202921242645,New patient priority A2,Region 5
174,112.8004902302967,Ambulance dispatched,Ambulance 5.5
174,182.61203377355955,Task complete,Ambulance 5.5
175,171.43915553179036,Ambulance return to hub,Ambulance 5.1
175,183.93915553179036,Task complete,Ambulance 5.1
176,171.5959721720084,Ambulance return to hub,Ambulance 3.3
176,184.0959721720084,Task complete,Ambulance 3.3
177,171.97360856692245,Ambulance return to hub,Ambulance 4.3
177,184.47360856692245,Task complete,Ambulance 4.3
178,171.99961690345896,Ambulance return to hub,Ambulance 6.1
178,184.49961690345896,Task complete,Ambulance 6.1
179,172.3494637550799,Ambulance return to hub,Ambulance 4.1
179,184.8494637550799,Task complete,Ambulance 4.1
180,172.61043323643796,Ambulance return to hub,Ambulance 7.4
180,185.11043323643796,Task complete,Ambulance 7.4
181,172.89314236553997,Ambulance return to hub,Ambulance 6.2
181,185.39314236553997,Task complete,Ambulance 6.2
182,173.23554117814834,Ambulance return to hub,Ambulance 7.2
182,185.73554117814834,Task complete,Ambulance 7.2
183,174.22216292646414,Ambulance return to hub,Ambulance 4.2
183,186.72216292646414,Task complete,Ambulance 4.2
184,175.58625828041306,Ambulance return to hub,Ambulance 7.5
184,188.08625828041306,Task complete,Ambulance 7.5
185,175.72571047364755,Ambulance return to hub,Ambulance 6.4
185,188.22571047364755,Task complete,Ambulance 6.4
186,177.451552253577,Ambulance return to hub,Ambulance 5.4
186,189.951552253577,Task complete,Ambulance 5.4
187,177.68741148653953,Ambulance return to hub,Ambulance 5.3
187,190.18741148653953,Task complete,Ambulance 5.3
188,179.0332977514661,Ambulance return to hub,Ambulance 3.1
188,191.5332977514661,Task complete,Ambulance 3.1
189,179.23529455815543,Ambulance return to hub,Ambulance 7.3
189,191.73529455815543,Task complete,Ambulance 7.3
190,179.82942642928498,Ambulance return to hub,Ambulance 6.3
190,192.32942642928498,Task complete,Ambulance 6.3
191,180.40300509246566,Ambulance return to hub,Ambulance 7.1
191,192.90300509246566,Task complete,Ambulance 7.1
192,181.2127436930664,Ambulance return to hub,Ambulance 3.2
192,193.7127436930664,Task complete,Ambulance 3.2
193,182.437800986892,Ambulance return to hub,Ambulance 2.4
193,194.937800986892,Task complete,Ambulance 2.4
194,182.61203377355955,Ambulance return to hub,Ambulance 5.5
194,195.11203377355955,Task complete,Ambulance 5.5
195,164.457988762605,New patient priority A2,Region 2
195,167.69314037542736,Ambulance dispatched,Ambulance 2.1
195,196.19884452562584,Task complete,Ambulance 2.1
196,183.93915553179036,Ambulance return to hub,Ambulance 5.1
196,196.43915553179036,Task complete,Ambulance 5.1
197,184.0959721720084,Ambulance return to hub,Ambulance 3.3
197,196.5959721720084,Task complete,Ambulance 3.3
198,184.47360856692245,Ambulance return to hub,Ambulance 4.3
198,196.97360856692245,Task complete,Ambulance 4.3
199,184.49961690345896,Ambulance return to hub,Ambulance 6.1
199,196.99961690345896,Task complete,Ambulance 6.1
200,184.8494637550799,Ambulance return to hub,Ambulance 4.1
200,197.3494637550799,Task complete,Ambulance 4.1
201,185.11043323643796,Ambulance return to hub,Ambulance 7.4
201,197.61043323643796,Task complete,Ambulance 7.4
202,185.39314236553997,Ambulance return to hub,Ambulance 6.2
202,197.89314236553997,Task complete,Ambulance 6.2
203,185.73554117814834,Ambulance return to hub,Ambulance 7.2
203,198.23554117814834,Task complete,Ambulance 7.2
204,186.72216292646414,Ambulance return to hub,Ambulance 4.2
204,199.22216292646414,Task complete,Ambulance 4.2
205,178.1521532593594,New patient priority A1,Region 6
205,179.2928114594407,Ambulance dispatched,Ambulance 6.5
205,199.4873005428335,Task complete,Ambulance 6.5
206,188.08625828041306,Ambulance return to hub,Ambulance 7.5
206,200.58625828041306,Task complete,Ambulance 7.5
207,188.22571047364755,Ambulance return to hub,Ambulance 6.4
207,200.72571047364755,Task complete,Ambulance 6.4
208,190.18741148653953,Ambulance return to hub,Ambulance 5.3
208,202.68741148653953,Task complete,Ambulance 5.3
209,191.5332977514661,Ambulance return to hub,Ambulance 3.1
209,204.0332977514661,Task complete,Ambulance 3.1
210,191.73529455815543,Ambulance return to hub,Ambulance 7.3
210,204.23529455815543,Task complete,Ambulance 7.3
211,192.32942642928498,Ambulance return to hub,Ambulance 6.3
211,204.82942642928498,Task complete,Ambulance 6.3
212,192.90300509246566,Ambulance return to hub,Ambulance 7.1
212,205.40300509246566,Task complete,Ambulance 7.1
213,193.7127436930664,Ambulance return to hub,Ambulance 3.2
213,206.2127436930664,Task complete,Ambulance 3.2
214,186.01032973512162,New patient priority A1,Region 4
214,186.01032973512162,Ambulance dispatched,Ambulance 4.4
214,206.28910847065814,Task complete,Ambulance 4.4
215,194.937800986892,Ambulance return to hub,Ambulance 2.4
215,207.437800986892,Task complete,Ambulance 2.4
216,195.11203377355955,Ambulance return to hub,Ambulance 5.5
216,207.61203377355955,Task complete,Ambulance 5.5
217,196.19884452562584,Ambulance return to hub,Ambulance 2.1
217,208.69884452562584,Task complete,Ambulance 2.1
218,196.43915553179036,Ambulance return to hub,Ambulance 5.1
218,208.93915553179036,Task complete,Ambulance 5.1
219,196.5959721720084,Ambulance return to hub,Ambulance 3.3
219,209.0959721720084,Task complete,Ambulance 3.3
220,196.97360856692245,Ambulance return to hub,Ambulance 4.3
220,209.47360856692245,Task complete,Ambulance 4.3
221,196.99961690345896,Ambulance return to hub,Ambulance 6.1
221,209.49961690345896,Task complete,Ambulance 6.1
222,197.3494637550799,Ambulance return to hub,Ambulance 4.1
222,209.8494637550799,Task complete,Ambulance 4.1
223,197.61043323643796,Ambulance return to hub,Ambulance 7.4
223,210.11043323643796,Task complete,Ambulance 7.4
224,187.34127450522635,New patient priority B,Region 5
224,189.951552253577,Ambulance dispatched,Ambulance 5.4
224,210.29451919451304,Task complete,Ambulance 5.4
225,197.89314236553997,Ambulance return to hub,Ambulance 6.2
225,210.39314236553997,Task complete,Ambulance 6.2
226,198.23554117814834,Ambulance return to hub,Ambulance 7.2
226,210.73554117814834,Task complete,Ambulance 7.2
227,199.22216292646414,Ambulance return to hub,Ambulance 4.2
227,211.72216292646414,Task complete,Ambulance 4.2
228,199.4873005428335,Ambulance return to hub,Ambulance 6.5
228,211.9873005428335,Task complete,Ambulance 6.5
229,200.58625828041306,Ambulance return to hub,Ambulance 7.5
229,213.08625828041306,Task complete,Ambulance 7.5
230,200.72571047364755,Ambulance return to hub,Ambulance 6.4
230,213.22571047364755,Task complete,Ambulance 6.4
231,171.86351482352651,New patient priority B,Region 2
231,181.93529864242424,Ambulance dispatched,Ambulance 2.2
231,214.57002273244854,Task complete,Ambulance 2.2
232,202.68741148653953,Ambulance return to hub,Ambulance 5.3
232,215.18741148653953,Task complete,Ambulance 5.3
233,204.0332977514661,Ambulance return to hub,Ambulance 3.1
233,216.5332977514661,Task complete,Ambulance 3.1
234,204.23529455815543,Ambulance return to hub,Ambulance 7.3
234,216.73529455815543,Task complete,Ambulance 7.3
235,205.40300509246566,Ambulance return to hub,Ambulance 7.1
235,217.90300509246566,Task complete,Ambulance 7.1
236,206.2127436930664,Ambulance return to hub,Ambulance 3.2
236,218.7127436930664,Task complete,Ambulance 3.2
237,206.28910847065814,Ambulance return to hub,Ambulance 4.4
237,218.78910847065814,Task complete,Ambulance 4.4
238,207.437800986892,Ambulance return to hub,Ambulance 2.4
238,219.937800986892,Task complete,Ambulance 2.4
